,DewPt,Humidity,Press,TempC,WindSp,PrecipHr,PrecipCm,season_2,season_3,season_4,WindDir_NW,WindDir_SE,WindDir_cv,target,WindDir_SW
2013-02-17 08:00:00,7.0,87.28,1013.0,9.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,4.77912349311153,False
2013-02-17 09:00:00,7.0,87.28,1014.0,9.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,False,4.773505500807306,True
2013-02-17 10:00:00,8.0,87.38,1014.0,10.0,1.6094379124341003,0.0,0.0,False,False,True,False,False,False,4.74493212836325,True
2013-02-17 11:00:00,8.0,81.75,1014.0,11.0,1.9459101490553132,0.0,0.0,False,False,True,False,False,False,4.724433606814909,True
2013-02-17 12:00:00,7.0,71.47,1013.0,12.0,2.0794415416798357,0.0,0.0,False,False,True,False,False,False,4.694401319716034,True
2013-02-17 13:00:00,6.0,66.71,1011.0,12.0,2.302585092994046,0.0,0.0,False,False,True,False,False,False,4.560869927091511,True
2013-02-17 14:00:00,4.0,54.35,1010.0,13.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,4.477336814478207,False
2013-02-17 15:00:00,4.0,50.92,1008.0,14.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,True,4.477336814478207,False
2013-02-17 16:00:00,4.0,50.92,1007.0,14.0,1.3862943611198906,0.0,0.0,False,False,True,False,False,True,4.4620693423474185,False
2013-02-17 17:00:00,3.0,47.46,1007.0,14.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,False,4.477336814478207,True
2013-02-17 18:00:00,4.0,54.35,1007.0,13.0,1.3862943611198906,0.0,0.0,False,False,True,False,False,False,4.4923746918427465,True
2013-02-17 19:00:00,4.0,54.35,1007.0,13.0,1.6094379124341003,0.0,0.0,False,False,True,False,False,False,4.529008825022528,True
2013-02-17 20:00:00,4.0,58.03,1008.0,12.0,1.791759469228055,0.0,0.0,False,False,True,False,False,False,4.663439094112067,True
2013-02-17 21:00:00,4.0,58.03,1008.0,12.0,1.9459101490553132,0.0,0.0,False,False,True,False,False,False,4.685212893661628,True
2013-02-17 22:00:00,5.0,66.49,1009.0,11.0,0.6931471805599453,0.0,0.0,False,False,True,True,False,False,4.706522680248379,False
2013-02-17 23:00:00,5.0,66.49,1009.0,11.0,1.0986122886681098,0.0,0.0,False,False,True,True,False,False,4.591747165655951,False
2013-02-18 00:00:00,6.0,71.27,1009.0,11.0,0.0,0.0,0.0,False,False,True,False,False,True,4.4697322150929875,False
2013-02-18 01:00:00,5.0,66.49,1010.0,11.0,0.6931471805599453,0.0,0.0,False,False,True,True,False,False,4.382026634673881,False
2013-02-18 02:00:00,4.0,62.0,1009.0,11.0,1.3862943611198906,0.0,0.0,False,False,True,True,False,False,4.438721978350427,False
2013-02-18 03:00:00,3.0,57.77,1009.0,11.0,1.9459101490553132,0.0,0.0,False,False,True,True,False,False,4.352426164897591,False
2013-02-18 04:00:00,2.0,50.36,1009.0,12.0,1.791759469228055,0.0,0.0,False,False,True,False,False,False,4.199705077879927,False
2013-02-18 05:00:00,3.0,57.77,1009.0,11.0,2.302585092994046,0.0,0.0,False,False,True,False,False,False,4.308559482792009,False
2013-02-18 06:00:00,3.0,57.77,1010.0,11.0,2.5649493574615367,0.0,0.0,False,False,True,False,False,False,4.194692536056382,False
2013-02-18 07:00:00,3.0,57.77,1010.0,11.0,1.6094379124341003,0.0,0.0,False,False,True,True,False,False,3.9889840465642745,False
2013-02-18 08:00:00,2.0,53.81,1011.0,11.0,2.0794415416798357,0.0,0.0,False,False,True,True,False,False,3.905334017277349,False
2013-02-18 09:00:00,1.0,50.08,1012.0,11.0,1.6094379124341003,0.0,0.0,False,False,True,False,False,False,3.884994333040227,False
2013-02-18 10:00:00,1.0,50.08,1012.0,11.0,2.302585092994046,0.0,0.0,False,False,True,False,False,False,3.9448128282511368,False
2013-02-18 11:00:00,1.0,46.88,1013.0,12.0,1.3862943611198906,0.0,0.0,False,False,True,True,False,False,3.970291913552122,False
2013-02-18 12:00:00,1.0,46.88,1014.0,12.0,1.6094379124341003,0.0,0.0,False,False,True,False,False,False,3.982792076316353,False
2013-02-18 13:00:00,2.0,53.81,1013.0,11.0,2.4849066497880004,0.0,0.0,False,False,True,False,False,False,3.821368637160015,False
2013-02-18 14:00:00,1.0,50.08,1013.0,11.0,3.044522437723423,0.0,0.0,False,False,True,False,False,False,3.672072335797555,False
2013-02-18 15:00:00,1.0,50.08,1013.0,11.0,3.367295829986474,0.0,0.0,False,False,True,False,False,False,3.506557897319982,False
2013-02-18 16:00:00,0.0,49.8,1014.0,10.0,3.58351893845611,0.0,0.0,False,False,True,False,False,False,3.258096538021482,False
2013-02-18 17:00:00,-1.0,46.29,1015.0,10.0,3.7376696182833684,0.0,0.0,False,False,True,False,False,False,3.2321210516182215,False
2013-02-18 18:00:00,0.0,49.8,1016.0,10.0,3.8066624897703196,0.0,0.0,False,False,True,False,False,False,3.4011973816621555,False
2013-02-18 19:00:00,-1.0,46.29,1018.0,10.0,3.8918202981106265,0.0,0.0,False,False,True,False,False,False,3.5648268054439574,False
2013-02-18 20:00:00,-2.0,43.01,1019.0,10.0,4.007333185232471,0.0,0.0,False,False,True,False,False,False,3.4657359027997265,False
2013-02-18 23:00:00,1.0,70.27,1023.0,6.0,4.30406509320417,0.18232155679395465,0.18232155679395465,False,False,True,False,False,False,3.574216545793796,False
2013-02-19 00:00:00,2.0,75.49,1024.0,6.0,4.356708826689592,0.4054651081081644,0.33647223662121295,False,False,True,False,False,False,3.4863551900024623,False
2013-02-19 01:00:00,3.0,86.89,1024.0,5.0,1.3862943611198906,0.4054651081081644,0.6418538861723947,False,False,True,True,False,False,3.58351893845611,False
2013-02-19 02:00:00,3.0,86.89,1024.0,5.0,1.6094379124341003,0.33647223662121295,0.8754687373538999,False,False,True,True,False,False,3.295836866004329,False
2013-02-19 03:00:00,4.0,93.24,1023.0,5.0,0.6931471805599453,0.18232155679395465,1.0296194171811583,False,False,True,False,False,True,3.332204510175204,False
2013-02-19 04:00:00,4.0,93.24,1023.0,5.0,1.0986122886681098,0.18232155679395465,1.0986122886681098,False,False,True,False,False,False,3.4231762883809305,True
2013-02-19 05:00:00,4.0,93.24,1023.0,5.0,0.6931471805599453,0.18232155679395465,1.1631508098056809,False,False,True,False,False,True,3.4965075614664802,False
2013-02-19 06:00:00,4.0,93.24,1023.0,5.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,True,3.5553480614894135,False
2013-02-19 09:00:00,4.0,86.99,1025.0,6.0,1.6094379124341003,0.09531017980432487,0.0,False,False,True,False,False,False,3.8501476017100584,True
2013-02-19 10:00:00,5.0,93.29,1025.0,6.0,1.9459101490553132,0.0,0.0,False,False,True,False,False,False,3.8572147689331513,True
2013-02-19 11:00:00,3.0,70.67,1025.0,8.0,2.1972245773362196,0.0,0.0,False,False,True,False,False,False,3.9383403137455195,True
2013-02-19 12:00:00,2.0,57.51,1024.0,10.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,4.001254139156089,False
2013-02-19 13:00:00,-1.0,43.31,1022.0,11.0,1.3862943611198906,0.0,0.0,False,False,True,False,False,True,3.9889840465642745,False
2013-02-19 14:00:00,-1.0,40.54,1021.0,12.0,1.6094379124341003,0.0,0.0,False,False,True,False,False,True,4.174387269895637,False
2013-02-19 15:00:00,-1.0,37.96,1019.0,13.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,False,4.179502370562408,True
2013-02-19 16:00:00,0.0,46.58,1019.0,11.0,1.0986122886681098,0.0,0.0,False,False,True,True,False,False,4.243721963296702,False
2013-02-19 17:00:00,0.0,46.58,1018.0,11.0,1.6094379124341003,0.0,0.0,False,False,True,True,False,False,4.321922710604176,False
2013-02-19 18:00:00,1.0,50.08,1019.0,11.0,1.9459101490553132,0.0,0.0,False,False,True,True,False,False,4.473541743509655,False
2013-02-19 19:00:00,1.0,53.53,1020.0,10.0,2.1972245773362196,0.0,0.0,False,False,True,True,False,False,4.343805421853684,False
2013-02-19 20:00:00,2.0,61.51,1021.0,9.0,2.3978952727983707,0.0,0.0,False,False,True,True,False,False,4.2243976904702984,False
2013-02-19 21:00:00,2.0,61.51,1022.0,9.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,4.2243976904702984,False
2013-02-19 22:00:00,2.0,61.51,1023.0,9.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,True,4.330733340286331,False
2013-02-19 23:00:00,3.0,66.05,1023.0,9.0,0.6931471805599453,0.0,0.0,False,False,True,True,False,False,4.4923746918427465,False
2013-02-20 00:00:00,2.0,61.51,1023.0,9.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,False,4.426840650463674,False
2013-02-20 01:00:00,3.0,66.05,1023.0,9.0,1.6094379124341003,0.09531017980432487,0.0,False,False,True,False,False,False,4.15366113937852,False
2013-02-20 02:00:00,3.0,66.05,1023.0,9.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,3.9576335166801986,False
2013-02-20 03:00:00,3.0,70.67,1023.0,8.0,1.0986122886681098,0.0,0.0,False,False,True,False,True,False,3.884994333040227,False
2013-02-20 05:00:00,5.0,81.34,1023.0,8.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,3.982792076316353,False
2013-02-20 06:00:00,4.0,75.84,1023.0,8.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,3.8985999850960056,False
2013-02-20 07:00:00,6.0,93.35,1024.0,7.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,True,3.9318256327243257,False
2013-02-20 08:00:00,7.0,100.0,1025.0,7.0,1.3862943611198906,0.0,0.0,False,False,True,False,False,True,4.019381523748645,False
2013-02-20 09:00:00,6.0,87.19,1025.0,8.0,1.6094379124341003,0.0,0.0,False,False,True,False,False,True,4.137829674161839,False
2013-02-20 10:00:00,6.0,87.19,1026.0,8.0,1.791759469228055,0.0,0.0,False,False,True,False,False,True,4.398555936625092,False
2013-02-20 11:00:00,6.0,87.19,1025.0,8.0,1.9459101490553132,0.0,0.0,False,False,True,False,False,True,4.481117537318112,False
2013-02-20 12:00:00,6.0,81.48,1024.0,9.0,2.0794415416798357,0.0,0.0,False,False,True,False,False,True,4.605170185988092,False
2013-02-20 13:00:00,6.0,76.18,1023.0,10.0,2.1972245773362196,0.0,0.0,False,False,True,False,False,True,4.685212893661628,False
2013-02-20 14:00:00,4.0,66.27,1021.0,10.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,False,4.628235458919088,False
2013-02-20 15:00:00,4.0,66.27,1020.0,10.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,4.53617731450114,False
2013-02-20 16:00:00,3.0,61.76,1020.0,10.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,True,4.45046379622711,False
2013-02-20 17:00:00,3.0,61.76,1020.0,10.0,1.3862943611198906,0.0,0.0,False,False,True,False,False,True,4.377851263263401,False
2013-02-20 18:00:00,3.0,61.76,1020.0,10.0,1.6094379124341003,0.0,0.0,False,False,True,False,False,True,4.458215773031428,False
2013-02-20 19:00:00,3.0,66.05,1020.0,9.0,0.6931471805599453,0.0,0.0,False,False,True,True,False,False,4.608497976080766,False
2013-02-20 20:00:00,4.0,70.88,1022.0,9.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,4.637960008811082,False
2013-02-20 21:00:00,4.0,70.88,1023.0,9.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,True,4.688285092698598,False
2013-02-20 22:00:00,4.0,70.88,1023.0,9.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,True,4.733270188615407,False
2013-02-20 23:00:00,5.0,76.01,1024.0,9.0,1.3862943611198906,0.0,0.0,False,False,True,False,False,True,4.712528704308591,False
2013-02-21 00:00:00,6.0,87.19,1024.0,8.0,1.6094379124341003,0.0,0.0,False,False,True,False,False,True,4.685212893661628,False
2013-02-21 01:00:00,6.0,87.19,1024.0,8.0,1.791759469228055,0.0,0.0,False,False,True,False,False,True,4.736198448394496,False
2013-02-21 02:00:00,6.0,87.19,1024.0,8.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,False,4.75932086581535,True
2013-02-21 03:00:00,6.0,93.35,1023.0,7.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,False,4.750712491278749,True
2013-02-21 04:00:00,6.0,87.19,1023.0,8.0,0.0,0.0,0.0,False,False,True,False,False,True,4.7847100998201695,False
2013-02-21 05:00:00,6.0,87.19,1023.0,8.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,False,4.8283137373023015,True
2013-02-21 06:00:00,6.0,93.35,1024.0,7.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,False,4.907740870933623,True
2013-02-21 07:00:00,6.0,87.19,1024.0,8.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,4.9003242732785735,False
2013-02-21 08:00:00,7.0,100.0,1025.0,7.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,False,4.922411060681417,True
2013-02-21 09:00:00,7.0,93.4,1026.0,8.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,False,4.967495801435638,True
2013-02-21 12:00:00,7.0,81.61,1026.0,10.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,True,4.77631844218392,False
2013-02-21 13:00:00,4.0,62.0,1026.0,11.0,1.3862943611198906,0.0,0.0,False,False,True,False,False,True,4.15366113937852,False
2013-02-21 14:00:00,4.0,58.03,1024.0,12.0,1.0986122886681098,0.0,0.0,False,False,True,True,False,False,4.214593690373678,False
2013-02-21 15:00:00,2.0,50.36,1023.0,12.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,False,4.31303376318693,False
2013-02-21 16:00:00,2.0,47.17,1023.0,13.0,1.791759469228055,0.0,0.0,False,False,True,False,False,False,4.127134385045092,False
2013-02-21 17:00:00,2.0,47.17,1023.0,13.0,2.1972245773362196,0.0,0.0,False,False,True,False,False,False,4.013375499688434,False
2013-02-21 18:00:00,2.0,47.17,1024.0,13.0,2.5649493574615367,0.0,0.0,False,False,True,False,False,False,3.9889840465642745,False
2013-02-21 19:00:00,2.0,53.81,1025.0,11.0,0.6931471805599453,0.0,0.0,False,False,True,True,False,False,4.105394398408686,False
2013-02-21 20:00:00,2.0,53.81,1026.0,11.0,1.0986122886681098,0.0,0.0,False,False,True,False,True,False,4.23410650459726,False
2013-02-21 21:00:00,4.0,70.88,1027.0,9.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,False,4.31303376318693,True
2013-02-21 22:00:00,5.0,81.34,1028.0,8.0,0.0,0.0,0.0,False,False,True,False,False,True,4.564348191467836,False
2013-02-21 23:00:00,5.0,87.09,1029.0,7.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,False,4.6443908991413725,True
2013-02-22 00:00:00,5.0,81.34,1029.0,8.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,False,4.709530201312334,True
2013-02-22 01:00:00,5.0,87.09,1029.0,7.0,1.3862943611198906,0.0,0.0,False,False,True,False,False,False,4.724433606814909,True
2013-02-22 02:00:00,5.0,93.29,1028.0,6.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,4.812184355372417,False
2013-02-22 03:00:00,5.0,93.29,1028.0,6.0,0.6931471805599453,0.0,0.0,False,False,True,False,True,False,4.857225080796721,False
2013-02-22 04:00:00,3.0,93.19,1028.0,4.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,False,4.872649551122353,True
2013-02-22 05:00:00,4.0,100.0,1028.0,4.0,0.0,0.0,0.0,False,False,True,False,False,True,4.822966130975706,False
2013-02-22 06:00:00,4.0,100.0,1027.0,4.0,0.0,0.0,0.0,False,False,True,False,False,True,4.825643508746422,False
2013-02-22 07:00:00,3.0,100.0,1028.0,3.0,0.0,0.0,0.0,False,False,True,False,False,True,4.844187086458591,False
2013-02-22 08:00:00,3.0,100.0,1029.0,3.0,0.0,0.0,0.0,False,False,True,False,False,True,4.804021044733257,False
2013-02-22 09:00:00,6.0,100.0,1030.0,6.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,False,4.877738620629824,True
2013-02-22 10:00:00,7.0,87.28,1030.0,9.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,4.7930319231576615,False
2013-02-22 11:00:00,6.0,71.27,1030.0,11.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,False,4.825643508746422,True
2013-02-22 12:00:00,4.0,54.35,1029.0,13.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,True,4.838923916414316,False
2013-02-22 13:00:00,4.0,50.92,1028.0,14.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,False,4.706522680248379,True
2013-02-22 14:00:00,3.0,41.73,1026.0,16.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,True,4.454347296253507,False
2013-02-22 15:00:00,2.0,36.47,1025.0,17.0,1.6094379124341003,0.0,0.0,False,False,True,False,False,True,4.360973225476049,False
2013-02-22 16:00:00,3.0,39.16,1024.0,17.0,2.0794415416798357,0.0,0.0,False,False,True,False,False,True,4.373658385003365,False
2013-02-22 17:00:00,2.0,38.86,1024.0,16.0,2.1972245773362196,0.0,0.0,False,False,True,False,False,True,4.321922710604176,False
2013-02-22 18:00:00,2.0,38.86,1024.0,16.0,1.3862943611198906,0.0,0.0,False,False,True,False,False,False,4.28128506487235,False
2013-02-22 19:00:00,3.0,44.49,1024.0,15.0,1.0986122886681098,0.0,0.0,False,False,True,False,True,False,4.174387269895637,False
2013-02-22 20:00:00,4.0,50.92,1024.0,14.0,1.791759469228055,0.0,0.0,False,False,True,False,True,False,4.189654742026425,False
2013-02-22 21:00:00,4.0,54.35,1025.0,13.0,1.3862943611198906,0.0,0.0,False,False,True,False,False,False,4.127134385045092,False
2013-02-22 22:00:00,4.0,54.35,1026.0,13.0,1.9459101490553132,0.0,0.0,False,False,True,False,False,False,4.116323468940876,False
2013-02-22 23:00:00,4.0,54.35,1026.0,13.0,1.3862943611198906,0.0,0.0,False,False,True,False,True,False,4.071871706370042,False
2013-02-23 00:00:00,4.0,58.03,1026.0,12.0,1.791759469228055,0.0,0.0,False,False,True,False,True,False,4.137829674161839,False
2013-02-23 01:00:00,4.0,58.03,1026.0,12.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,4.23410650459726,False
2013-02-23 02:00:00,6.0,71.27,1025.0,11.0,0.6931471805599453,0.0,0.0,False,False,True,True,False,False,4.352426164897591,False
2013-02-23 03:00:00,6.0,71.27,1025.0,11.0,1.0986122886681098,0.0,0.0,False,False,True,True,False,False,4.418840607796598,False
2013-02-23 04:00:00,6.0,76.18,1025.0,10.0,1.3862943611198906,0.0,0.0,False,False,True,True,False,False,4.560869927091511,False
2013-02-23 05:00:00,6.0,76.18,1024.0,10.0,1.6094379124341003,0.0,0.0,False,False,True,True,False,False,4.560869927091511,False
2013-02-23 06:00:00,7.0,81.61,1024.0,10.0,1.791759469228055,0.0,0.0,False,False,True,True,False,False,4.581560320348958,False
2013-02-23 07:00:00,8.0,87.38,1025.0,10.0,1.9459101490553132,0.09531017980432487,0.0,False,False,True,True,False,False,4.59511985013459,False
2013-02-23 08:00:00,8.0,87.38,1025.0,10.0,2.1972245773362196,0.18232155679395465,0.09531017980432484,False,False,True,True,False,False,4.68213122712422,False
2013-02-23 09:00:00,8.0,93.45,1026.0,9.0,2.302585092994046,0.0,0.0,False,False,True,True,False,False,4.669708707125663,False
2013-02-23 10:00:00,9.0,100.0,1026.0,9.0,0.6931471805599453,0.18232155679395465,0.0,False,False,True,False,False,True,4.669708707125663,False
2013-02-23 11:00:00,9.0,100.0,1026.0,9.0,1.0986122886681098,0.18232155679395465,0.18232155679395465,False,False,True,False,False,True,4.657129924918802,False
2013-02-23 12:00:00,9.0,93.5,1025.0,10.0,0.6931471805599453,0.09531017980432487,0.33647223662121295,False,False,True,True,False,False,4.756459633534317,False
2013-02-23 13:00:00,9.0,93.5,1024.0,10.0,1.3862943611198906,0.0,0.0,False,False,True,True,False,False,4.721470641684252,False
2013-02-23 14:00:00,9.0,93.5,1022.0,10.0,1.6094379124341003,0.0,0.0,False,False,True,True,False,False,4.703506086708953,False
2013-02-23 15:00:00,9.0,93.5,1021.0,10.0,1.791759469228055,0.0,0.0,False,False,True,True,False,False,4.706522680248379,False
2013-02-23 16:00:00,9.0,93.5,1021.0,10.0,2.0794415416798357,0.0,0.0,False,False,True,True,False,False,4.765018886929988,False
2013-02-23 17:00:00,8.0,87.38,1020.0,10.0,2.3978952727983707,0.0,0.0,False,False,True,True,False,False,4.634728988229636,False
2013-02-23 18:00:00,8.0,87.38,1020.0,10.0,2.5649493574615367,0.0,0.0,False,False,True,True,False,False,4.601831284722577,False
2013-02-23 19:00:00,8.0,87.38,1021.0,10.0,2.70805020110221,0.0,0.0,False,False,True,True,False,False,4.591747165655951,False
2013-02-23 20:00:00,8.0,87.38,1021.0,10.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,4.618415412738112,False
2013-02-23 21:00:00,8.0,93.45,1022.0,9.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,True,4.591747165655951,False
2013-02-23 22:00:00,8.0,93.45,1022.0,9.0,0.6931471805599453,0.0,0.0,False,False,True,True,False,False,4.560869927091511,False
2013-02-23 23:00:00,7.0,87.28,1022.0,9.0,1.0986122886681098,0.0,0.0,False,False,True,True,False,False,4.6913478822291435,False
2013-02-24 00:00:00,8.0,93.45,1022.0,9.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,4.727387818712341,False
2013-02-24 01:00:00,8.0,93.45,1021.0,9.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,4.663439094112067,False
2013-02-24 02:00:00,8.0,93.45,1021.0,9.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,False,4.608497976080766,True
2013-02-24 09:00:00,8.0,93.45,1021.0,9.0,1.3862943611198906,0.0,0.0,False,False,True,False,False,True,4.28588277412098,False
2013-02-24 10:00:00,9.0,87.47,1021.0,11.0,1.6094379124341003,0.0,0.0,False,False,True,False,False,True,4.295015257684252,False
2013-02-24 11:00:00,8.0,76.52,1021.0,12.0,1.791759469228055,0.0,0.0,False,False,True,False,False,True,4.402645921876617,False
2013-02-24 12:00:00,6.0,58.54,1020.0,14.0,1.9459101490553132,0.0,0.0,False,False,True,False,False,True,4.666578814116735,False
2013-02-24 13:00:00,6.0,54.88,1019.0,15.0,2.0794415416798357,0.0,0.0,False,False,True,False,False,True,4.747826486389615,False
2013-02-24 17:00:00,4.0,44.78,1015.0,16.0,2.4849066497880004,0.0,0.0,False,False,True,False,False,True,4.31748811353631,False
2013-02-24 18:00:00,4.0,44.78,1016.0,16.0,2.5649493574615367,0.0,0.0,False,False,True,False,False,True,4.373658385003365,False
2013-02-24 19:00:00,5.0,51.2,1016.0,15.0,2.5649493574615367,0.0,0.0,False,False,True,False,False,True,4.598481197837295,False
2013-02-24 20:00:00,5.0,51.2,1016.0,15.0,2.6390573296152584,0.0,0.0,False,False,True,False,False,True,5.073088308742806,False
2013-02-25 09:00:00,7.0,71.47,1019.0,12.0,1.791759469228055,0.18232155679395465,0.0,False,False,True,True,False,False,4.529008825022528,False
2013-02-25 10:00:00,7.0,66.93,1020.0,13.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,4.553876891600541,False
2013-02-25 13:00:00,7.0,58.79,1018.0,15.0,1.6094379124341003,0.0,0.0,False,False,True,False,False,True,4.45046379622711,False
2013-02-25 14:00:00,6.0,48.31,1017.0,17.0,1.791759469228055,0.0,0.0,False,False,True,False,False,True,4.390325437488577,False
2013-02-25 15:00:00,7.0,51.75,1016.0,17.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,False,4.59511985013459,True
2013-02-25 16:00:00,6.0,45.36,1015.0,18.0,1.6094379124341003,0.0,0.0,False,False,True,False,False,False,4.53617731450114,True
2013-02-25 17:00:00,6.0,48.31,1015.0,17.0,2.0794415416798357,0.0,0.0,False,False,True,False,False,False,4.628235458919088,True
2013-02-25 18:00:00,6.0,51.48,1015.0,16.0,2.3978952727983707,0.0,0.0,False,False,True,False,False,False,4.77631844218392,True
2013-02-25 19:00:00,6.0,54.88,1016.0,15.0,2.6390573296152584,0.0,0.0,False,False,True,False,False,False,4.9003242732785735,True
2013-02-25 20:00:00,7.0,62.71,1017.0,14.0,2.833213344056216,0.0,0.0,False,False,True,False,False,False,4.976733742420574,True
2013-02-25 21:00:00,7.0,66.93,1019.0,13.0,2.995732273553991,0.0,0.0,False,False,True,False,False,False,4.988162438244197,True
2013-02-25 22:00:00,7.0,71.47,1019.0,12.0,3.091042453358316,0.0,0.0,False,False,True,False,False,False,4.972125439334381,True
2013-02-25 23:00:00,8.0,87.38,1019.0,10.0,3.1354942159291497,0.0,0.0,False,False,True,False,False,False,4.99946199349813,True
2013-02-26 00:00:00,8.0,87.38,1020.0,10.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,True,5.026071102226095,False
2013-02-26 01:00:00,8.0,87.38,1019.0,10.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,False,4.981320906427481,True
2013-02-26 02:00:00,7.0,87.28,1019.0,9.0,1.3862943611198906,0.0,0.0,False,False,True,False,False,False,4.892852258439873,True
2013-02-26 09:00:00,9.0,100.0,1019.0,9.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,False,4.543294782270004,True
2013-02-26 10:00:00,9.0,87.47,1019.0,11.0,1.6094379124341003,0.0,0.0,False,False,True,False,False,False,4.601831284722577,True
2013-02-26 11:00:00,7.0,62.71,1019.0,14.0,1.0986122886681098,0.0,0.0,False,False,True,False,False,True,4.394449154672439,False
2013-02-26 12:00:00,6.0,51.48,1018.0,16.0,1.6094379124341003,0.0,0.0,False,False,True,False,False,True,4.3652195163575005,False
2013-02-26 13:00:00,5.0,39.75,1017.0,19.0,1.791759469228055,0.0,0.0,False,False,True,False,False,True,4.377851263263401,False
2013-02-26 14:00:00,4.0,34.83,1016.0,20.0,1.9459101490553132,0.0,0.0,False,False,True,False,False,True,4.634728988229636,False
2013-02-26 15:00:00,3.0,30.52,1015.0,21.0,2.0794415416798357,0.0,0.0,False,False,True,False,False,True,4.624972813284271,False
2013-02-26 16:00:00,3.0,30.52,1014.0,21.0,2.302585092994046,0.0,0.0,False,False,True,False,False,True,4.605170185988092,False
2013-02-26 17:00:00,4.0,32.75,1014.0,21.0,2.3978952727983707,0.0,0.0,False,False,True,False,False,True,4.618415412738112,False
2013-02-26 18:00:00,4.0,34.83,1014.0,20.0,1.3862943611198906,0.0,0.0,False,False,True,False,False,False,4.666578814116735,False
2013-02-26 19:00:00,5.0,39.75,1015.0,19.0,1.3862943611198906,0.0,0.0,False,False,True,False,True,False,4.8283137373023015,False
2013-02-26 20:00:00,5.0,48.03,1015.0,16.0,1.6094379124341003,0.0,0.0,False,False,True,False,True,False,4.917544871030244,False
2013-02-26 21:00:00,7.0,62.71,1016.0,14.0,0.6931471805599453,0.0,0.0,False,False,True,True,False,False,4.932072971593153,False
2013-02-26 22:00:00,7.0,62.71,1017.0,14.0,0.0,0.0,0.0,False,False,True,False,False,True,4.981320906427481,False
2013-02-26 23:00:00,6.0,51.48,1017.0,16.0,0.6931471805599453,0.0,0.0,False,False,True,False,False,False,4.988162438244197,False
2013-02-27 00:00:00,6.0,62.48,1017.0,13.0,0.0,0.0,0.0,False,False,True,False,False,True,4.997212273764115,False
2013-02-27 01:00:00,7.0,71.47,1017.0,12.0,0.0,0.0,0.0,False,False,True,False,False,True,5.06680556556331,False
2013-02-27 02:00:00,9.0,81.88,1017.0,12.0,0.0,0.0,0.0,False,False,True,False,False,True,5.083472618048522,False
2013-02-27 03:00:00,9.0,93.5,1016.0,10.0,0.6931471805599453,0.0,0.0,False,False,True,True,False,False,5.191103282240888,False
